var_stnd,yr_0,yr_1,var_source,val_0,val_0_def,val_1,notes
distract,2012,2017,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",97,Lost in Thought/Daydreaming,yes,
distract,2012,2017,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",98,Other Distraction,yes,
distract,2012,2017,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",99,Unknown if Distracted,unknown,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",0,Not Distracted,no,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",3,By Other Occupant(s),yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",4,By a Moving Object in Vehicle,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",5,While Talking or Listening to Mobile Phone,yes (phone),
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",6,While Manipulating Mobile Phone,yes (phone),
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",7,While Adjusting Audio or Climate Controls,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",9,While Using Other Component/Controls Integral to Vehicle,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",10,While Using or Reaching for Device/Object Brought Into Vehicle,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",12,"Distracted by Outside Person, Object or Event",yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",13,Eating or Drinking,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",14,Smoking Related,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",15,Other Mobile Phone Related,yes (phone),
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",16,No Driver Present/Unknown if Driver Present,unknown,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",17,Distraction/Inattention,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",18,Distraction/Careless,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",19,Careless/Inattentive,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",92,"Distraction (Distracted), Details Unknown",yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",93,"Inattention (Inattentive), Details Unknown",yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",96,Not Reported,unknown,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",97,Lost in Thought/Daydreaming,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",98,Other Distraction,yes,
distract,2018,2020,"one_of(""MDRDSTRD"", ""DRDISTRACT"")",99,Reported as Unknown if Distracted,unknown,
crashfactor,2013,2017,"CF1, CF2, CF3",0,None,none,
crashfactor,2013,2017,"CF1, CF2, CF3",1,"Inadequate Warning of Exits, Lanes Narrowing, Traffic Controls, etc.",poor facilities,
crashfactor,2013,2017,"CF1, CF2, CF3",2,"Shoulder Related (Design or Condition, Since 2002)",poor facilities,
crashfactor,2013,2017,"CF1, CF2, CF3",3,Other Maintenance or Construction-Created Condition,poor facilities,
crashfactor,2013,2017,"CF1, CF2, CF3",4,No or Obscured Pavement Marking,poor facilities,
crashfactor,2013,2017,"CF1, CF2, CF3",5,Surface Under Water,poor facilities,
crashfactor,2013,2017,"CF1, CF2, CF3",6,"Inadequate Construction or Poor Design of Roadway, Bridge, etc.",poor facilities,
crashfactor,2013,2017,"CF1, CF2, CF3",7,"Surface Washed out (Caved in, Road Slippage)",poor facilities,
crashfactor,2013,2017,"CF1, CF2, CF3",13,Aggressive Driving/Road Rage by Non-Contact Vehicle Driver (Since 2006),aggressive driving (non-contact vehicle),
crashfactor,2013,2017,"CF1, CF2, CF3",14,Motor Vehicle (in Transport 1983-2004) Struck by Falling Cargo or Something That Came Loose From or Something That Was Set in Motion by a Vehicle (Since 1983),struck by object,
crashfactor,2013,2017,"CF1, CF2, CF3",15,"Non-Occupant Struck by Falling Cargo, or Something Came Loose From or Something That Was Set in Motion by a Vehicle",struck by object,
crashfactor,2013,2017,"CF1, CF2, CF3",16,Non-Occupant Struck Vehicle (Since 1983),non-occupant struck vehicle,
crashfactor,2013,2017,"CF1, CF2, CF3",17,Vehicle Set in Motion by Non-Driver (Since 1983),vehicle set in motion by non-driver,
crashfactor,2013,2017,"CF1, CF2, CF3",18,Date of Crash and Date of EMS Notification Were Not Same Day (Since 1988),na,
crashfactor,2013,2017,"CF1, CF2, CF3",19,Recent Previous Crash Scene Nearby (Since 1989),recent crash,
crashfactor,2013,2017,"CF1, CF2, CF3",20,Police-Pursuit-Involved (Since 1994),police pursuit,
crashfactor,2013,2017,"CF1, CF2, CF3",21,Within Designated School Zone (Since 1995),school zone,
crashfactor,2013,2017,"CF1, CF2, CF3",22,Speed Limit Is a Statutory Limit as Recorded or Was determined as this states Basic Rule,statutory speed,
crashfactor,2013,2017,"CF1, CF2, CF3",23,Indication of a Stalled/Disabled Vehicle (Since 2008),disabled vehicle,
crashfactor,2013,2017,"CF1, CF2, CF3",24,Unstabilized Situation Began and All Harmful Events Occurred off of the Roadway (Since 2012),unstable situation with all harmful events occurring off of the roadway,
crashfactor,2013,2017,"CF1, CF2, CF3",25,Toll Booth/Plaza Related,toll booth,
crashfactor,2013,2017,"CF1, CF2, CF3",26,Backup Due to Prior Non-Recurring Incident,congestion,
crashfactor,2013,2017,"CF1, CF2, CF3",27,Backup Due to Prior Crash,congestion,
crashfactor,2013,2017,"CF1, CF2, CF3",28,Backup Due to Regular Congestion,congestion,
crashfactor,2013,2017,"CF1, CF2, CF3",99,Unknown,unknown,
crashfactor,2018,2018,"CF1, CF2, CF3",0,None,none,
crashfactor,2018,2018,"CF1, CF2, CF3",1,"Inadequate Warning of Exits, Lanes Narrowing, Traffic Controls, etc.",poor facilities,
crashfactor,2018,2018,"CF1, CF2, CF3",2,"Shoulder Related (Design or Condition, Since 2002)",poor facilities,
crashfactor,2018,2018,"CF1, CF2, CF3",3,Other Maintenance or Construction-Created Condition,poor facilities,
crashfactor,2018,2018,"CF1, CF2, CF3",4,No or Obscured Pavement Marking,poor facilities,
crashfactor,2018,2018,"CF1, CF2, CF3",5,Surface Under Water,poor facilities,
crashfactor,2018,2018,"CF1, CF2, CF3",6,"Inadequate Construction or Poor Design of Roadway, Bridge, etc.",poor facilities,
crashfactor,2018,2018,"CF1, CF2, CF3",7,"Surface Washed out (Caved in, Road Slippage)",poor facilities,
crashfactor,2018,2018,"CF1, CF2, CF3",12,Distracted Driver of a Non-Contact Vehicle,distrated driving (non-contact vehicle),
crashfactor,2018,2018,"CF1, CF2, CF3",13,Aggressive Driving/Road Rage by Non-Contact Vehicle Driver (Since 2006),aggressive driving (non-contact vehicle),
crashfactor,2018,2018,"CF1, CF2, CF3",14,Motor Vehicle (in Transport 1983-2004) Struck by Falling Cargo or Something That Came Loose From or Something That Was Set in Motion by a Vehicle (Since 1983),struck by object,
crashfactor,2018,2018,"CF1, CF2, CF3",15,"Non-Occupant Struck by Falling Cargo, or Something Came Loose From or Something That Was Set in Motion by a Vehicle",struck by object,
crashfactor,2018,2018,"CF1, CF2, CF3",16,Non-Occupant Struck Vehicle (Since 1983),non-occupant struck vehicle,
crashfactor,2018,2018,"CF1, CF2, CF3",17,Vehicle Set in Motion by Non-Driver (Since 1983),vehicle set in motion by non-driver,
crashfactor,2018,2018,"CF1, CF2, CF3",18,Date of Crash and Date of EMS Notification Were Not Same Day (Since 1988),na,
crashfactor,2018,2018,"CF1, CF2, CF3",19,Recent Previous Crash Scene Nearby (Since 1989),recent crash,
crashfactor,2018,2018,"CF1, CF2, CF3",20,Police-Pursuit-Involved (Since 1994),police pursuit,
crashfactor,2018,2018,"CF1, CF2, CF3",21,Within Designated School Zone (Since 1995),school zone,
crashfactor,2018,2018,"CF1, CF2, CF3",22,Speed Limit Is a Statutory Limit as Recorded or Was determined as this states Basic Rule,statutory speed,
crashfactor,2018,2018,"CF1, CF2, CF3",23,Indication of a Stalled/Disabled Vehicle (Since 2008),disabled vehicle,
crashfactor,2018,2018,"CF1, CF2, CF3",24,Unstabilized Situation Began and All Harmful Events Occurred off of the Roadway (Since 2012),unstable situation with all harmful events occurring off of the roadway,
crashfactor,2018,2018,"CF1, CF2, CF3",25,Toll Booth/Plaza Related,toll booth,
crashfactor,2018,2018,"CF1, CF2, CF3",26,Backup Due to Prior Non-Recurring Incident,congestion,
crashfactor,2018,2018,"CF1, CF2, CF3",27,Backup Due to Prior Crash,congestion,
crashfactor,2018,2018,"CF1, CF2, CF3",28,Backup Due to Regular Congestion,congestion,
crashfactor,2018,2018,"CF1, CF2, CF3",99,Reported as Unknown,unknown,
crashfactor,2019,2019,"CF1, CF2, CF3",0,None,none,
crashfactor,2019,2019,"CF1, CF2, CF3",1,"Inadequate Warning of Exits, Lanes Narrowing, Traffic Controls, etc.",poor facilities,
crashfactor,2019,2019,"CF1, CF2, CF3",2,"Shoulder Related (Design or Condition, Since 2002)",poor facilities,
crashfactor,2019,2019,"CF1, CF2, CF3",3,Other Maintenance or Construction-Created Condition,poor facilities,
crashfactor,2019,2019,"CF1, CF2, CF3",4,No or Obscured Pavement Marking,poor facilities,
crashfactor,2019,2019,"CF1, CF2, CF3",5,Surface Under Water,poor facilities,
crashfactor,2019,2019,"CF1, CF2, CF3",6,"Inadequate Construction or Poor Design of Roadway, Bridge, etc.",poor facilities,
crashfactor,2019,2019,"CF1, CF2, CF3",7,"Surface Washed out (Caved in, Road Slippage)",poor facilities,
crashfactor,2019,2019,"CF1, CF2, CF3",12,Distracted Driver of a Non-Contact Vehicle,distrated driving (non-contact vehicle),
crashfactor,2019,2019,"CF1, CF2, CF3",13,Aggressive Driving/Road Rage by Non-Contact Vehicle Driver (Since 2006),aggressive driving (non-contact vehicle),
crashfactor,2019,2019,"CF1, CF2, CF3",14,Motor Vehicle (in Transport 1983-2004) Struck by Falling Cargo or Something That Came Loose From or Something That Was Set in Motion by a Vehicle (Since 1983),struck by object,
crashfactor,2019,2019,"CF1, CF2, CF3",15,"Non-Occupant Struck by Falling Cargo, or Something Came Loose From or Something That Was Set in Motion by a Vehicle",struck by object,
crashfactor,2019,2019,"CF1, CF2, CF3",16,Non-Occupant Struck Vehicle (Since 1983),non-occupant struck vehicle,
crashfactor,2019,2019,"CF1, CF2, CF3",17,Vehicle Set in Motion by Non-Driver (Since 1983),vehicle set in motion by non-driver,
crashfactor,2019,2019,"CF1, CF2, CF3",18,Date of Crash and Date of EMS Notification Were Not Same Day (Since 1988),na,
crashfactor,2019,2019,"CF1, CF2, CF3",19,Recent Previous Crash Scene Nearby (Since 1989),recent crash,
crashfactor,2019,2019,"CF1, CF2, CF3",20,Police-Pursuit-Involved (Since 1994),police pursuit,
crashfactor,2019,2019,"CF1, CF2, CF3",21,Within Designated School Zone (Since 1995),school zone,
crashfactor,2019,2019,"CF1, CF2, CF3",22,Speed Limit Is a Statutory Limit as Recorded or Was determined as this states Basic Rule,statutory speed,
crashfactor,2019,2019,"CF1, CF2, CF3",23,Indication of a Stalled/Disabled Vehicle (Since 2008),disabled vehicle,
crashfactor,2019,2019,"CF1, CF2, CF3",24,Unstabilized Situation Began and All Harmful Events Occurred off of the Roadway (Since 2012),unstable situation with all harmful events occurring off of the roadway,
crashfactor,2019,2019,"CF1, CF2, CF3",25,Toll Booth/Plaza Related,toll booth,
crashfactor,2019,2019,"CF1, CF2, CF3",26,Prior Non-Recurring Incident,recent crash,
crashfactor,2019,2019,"CF1, CF2, CF3",27,Backup Due to Prior Crash,congestion,
crashfactor,2019,2019,"CF1, CF2, CF3",28,Regular Congestion,congestion,
crashfactor,2019,2019,"CF1, CF2, CF3",30,Obstructed Crosswalks,obstructed crosswalks,
crashfactor,2019,2019,"CF1, CF2, CF3",31,Related to a Bus Stop,bus stop,
crashfactor,2019,2019,"CF1, CF2, CF3",99,Reported as Unknown,unknown,
crashfactor,2020,2020,CRASHRF,0,None,none,
crashfactor,2020,2020,CRASHRF,1,"Inadequate Warning of Exits, Lanes Narrowing, Traffic Controls, etc.",poor facilities,
crashfactor,2020,2020,CRASHRF,2,Shoulder Design or Condition,poor facilities,
crashfactor,2020,2020,CRASHRF,3,Other Maintenance or Construction-Created Condition,poor facilities,
crashfactor,2020,2020,CRASHRF,4,No or Obscured Pavement Marking,poor facilities,
crashfactor,2020,2020,CRASHRF,5,Surface Under Water,poor facilities,
crashfactor,2020,2020,CRASHRF,6,"Inadequate Construction or Poor Design of Roadway, Bridge, etc.",poor facilities,
crashfactor,2020,2020,CRASHRF,7,"Surface Washed out (Caved in, Road Slippage)",poor facilities,
crashfactor,2020,2020,CRASHRF,12,Distracted Driver of a Non-Contact Vehicle,distrated driving (non-contact vehicle),
crashfactor,2020,2020,CRASHRF,13,Aggressive Driving/Road Rage by Non-Contact Vehicle Driver,aggressive driving (non-contact vehicle),
crashfactor,2020,2020,CRASHRF,14,Motor Vehicle Struck by Falling Cargo or Something That Came Loose From or Something That Was Set in Motion by a Vehicle,struck by object,
crashfactor,2020,2020,CRASHRF,15,"Non-Occupant Struck by Falling Cargo, or Something Came Loose From or Something That Was Set in Motion by a Vehicle",struck by object,
crashfactor,2020,2020,CRASHRF,16,Non-Occupant Struck Vehicle,non-occupant struck vehicle,
crashfactor,2020,2020,CRASHRF,17,Vehicle Set in Motion by Non-Driver,vehicle set in motion by non-driver,
crashfactor,2020,2020,CRASHRF,18,Date of Crash and Date of EMS Notification Were Not Same Day,na,
crashfactor,2020,2020,CRASHRF,19,Recent Previous Crash Scene Nearby,recent crash,
crashfactor,2020,2020,CRASHRF,20,Police-Pursuit-Involved,police pursuit,
crashfactor,2020,2020,CRASHRF,21,Within Designated School Zone,school zone,
crashfactor,2020,2020,CRASHRF,22,Speed Limit Is a Statutory Limit as Recorded or Was Determined as This States Basic Rule,statutory speed,
crashfactor,2020,2020,CRASHRF,23,Indication of a Stalled/Disabled Vehicle,disabled vehicle,
crashfactor,2020,2020,CRASHRF,24,Unstabilized Situation Began and All Harmful Events Occurred off of the Roadway,unstable situation with all harmful events occurring off of the roadway,
crashfactor,2020,2020,CRASHRF,25,Toll Booth/Plaza Related,toll booth,
crashfactor,2020,2020,CRASHRF,26,Prior Non-Recurring Incident,recent crash,
crashfactor,2020,2020,CRASHRF,27,Backup Due to Prior Crash,congestion,
crashfactor,2020,2020,CRASHRF,28,Regular Congestion,congestion,
crashfactor,2020,2020,CRASHRF,30,Obstructed Crosswalks,obstructed crosswalks,
crashfactor,2020,2020,CRASHRF,31,Related to a Bus Stop ,bus stop,
crash_ty,,,ACC_TYPE,0,No Impact,no impact,
crash_ty,,,ACC_TYPE,1,Drive off Road,"single driver, road departure",
crash_ty,,,ACC_TYPE,2,Control/Traction Loss,"single driver, road departure",
crash_ty,,,ACC_TYPE,3,"Avoid Collision With Vehicle, Pedestrian, Animal","single driver, road departure",
crash_ty,,,ACC_TYPE,4,Specifics Other,"single driver, road departure",
crash_ty,,,ACC_TYPE,5,Specifics Unknown,"single driver, road departure",
crash_ty,,,ACC_TYPE,6,Drive off Road,"single driver, road departure",
crash_ty,,,ACC_TYPE,7,Control/Traction Loss,"single driver, road departure",
crash_ty,,,ACC_TYPE,8,"Avoid Collision With Vehicle, Pedestrian, Animal","single driver, road departure",
crash_ty,,,ACC_TYPE,9,Specifics Other,"single driver, road departure",
crash_ty,,,ACC_TYPE,10,Specifics Unknown,"single driver, road departure",
crash_ty,,,ACC_TYPE,11,Parked Vehicle,"single driver, parked vehicle",
crash_ty,,,ACC_TYPE,12,Stationary Object,"single driver, stationary object",
crash_ty,,,ACC_TYPE,13,Pedestrian/Animal,"single driver, pedestrian or animal",
crash_ty,,,ACC_TYPE,14,End Departure,"single driver, end departure",
crash_ty,,,ACC_TYPE,15,Specifics Other,"single driver, other",
crash_ty,,,ACC_TYPE,16,Specifics Unknown,"single driver, unknown",
crash_ty,,,ACC_TYPE,20,Stopped,rear end,
crash_ty,,,ACC_TYPE,21,"Stopped, Straight",rear end,
crash_ty,,,ACC_TYPE,22,"Stopped, Left",rear end,
crash_ty,,,ACC_TYPE,23,"Stopped, Right",rear end,
crash_ty,,,ACC_TYPE,24,Slower,rear end,
crash_ty,,,ACC_TYPE,25,"Slower, Going Straight",rear end,
crash_ty,,,ACC_TYPE,26,"Slower, Going Left",rear end,
crash_ty,,,ACC_TYPE,27,"Slower, Going Right",rear end,
crash_ty,,,ACC_TYPE,28,Decelerating (Slowing),rear end,
crash_ty,,,ACC_TYPE,29,"Decelerating (Slowing), Going Straight",rear end,
crash_ty,,,ACC_TYPE,30,"Decelerating (Slowing), Going Left",rear end,
crash_ty,,,ACC_TYPE,31,"Decelerating (Slowing), Going Right",rear end,
crash_ty,,,ACC_TYPE,32,Specifics Other,rear end,
crash_ty,,,ACC_TYPE,33,Specifics Unknown,rear end,
crash_ty,,,ACC_TYPE,34,"Control/Traction Loss, Avoiding Non-Contact Vehicle- Vehicle’s Frontal Area Impacts Another Vehicle",forward impact,
crash_ty,,,ACC_TYPE,35,"Control/Traction Loss, Avoiding Non-Contact Vehicle- Vehicle Is Impacted by Frontal Area of Another Vehicle",forward impact,
crash_ty,,,ACC_TYPE,36,"Control/Traction Loss, Avoiding Non-Fixed Object- Vehicle’s Frontal Area Impacts Another Vehicle",forward impact,
crash_ty,,,ACC_TYPE,37,"Control/Traction Loss, Avoiding Non-Fixed Object- Vehicle Is Impacted by Frontal Area of Another Vehicle",forward impact,
crash_ty,,,ACC_TYPE,38,Avoiding Non-Contact Vehicle- Vehicle’s Frontal Area Impacts Another Vehicle,forward impact,
crash_ty,,,ACC_TYPE,39,Avoiding Non-Contact Vehicle- Vehicle Is Impacted by Frontal Area of Another Vehicle,forward impact,
crash_ty,,,ACC_TYPE,40,Avoiding Non-Fixed Object- Vehicle’s Frontal Area Impacts Another Vehicle,forward impact,
crash_ty,,,ACC_TYPE,41,Avoiding Non-Fixed Object- Vehicle Is Impacted by Frontal Area of Another Vehicle,forward impact,
crash_ty,,,ACC_TYPE,42,Specifics Other,forward impact,
crash_ty,,,ACC_TYPE,43,Specifics Unknown,forward impact,
crash_ty,,,ACC_TYPE,44,Straight Ahead on Left,sideswipe or angle,
crash_ty,,,ACC_TYPE,45,Straight Ahead on Left/Right,sideswipe or angle,
crash_ty,,,ACC_TYPE,46,Changing Lanes to the Right,sideswipe or angle,
crash_ty,,,ACC_TYPE,47,Changing Lanes to the Left,sideswipe or angle,
crash_ty,,,ACC_TYPE,48,Specifics Other,sideswipe or angle,
crash_ty,,,ACC_TYPE,49,Specifics Unknown,sideswipe or angle,
crash_ty,,,ACC_TYPE,50,Lateral Move (Left/Right),head on,
crash_ty,,,ACC_TYPE,51,Lateral Move (Going Straight),head on,
crash_ty,,,ACC_TYPE,52,Specifics Other,head on,
crash_ty,,,ACC_TYPE,53,ecifics Unknown,head on,
crash_ty,,,ACC_TYPE,54,"Control/Traction Loss, Avoiding Non-Contact Vehicle- Vehicle’s Frontal Area Impacts Another Vehicle",forward impact,
crash_ty,,,ACC_TYPE,55,"Control/Traction Loss, Avoiding Non-Contact Vehicle- Vehicle Is Impacted by Frontal Area of Another Vehicle",forward impact,
crash_ty,,,ACC_TYPE,56,"Control/Traction Loss, Avoiding Non-Fixed Object- Vehicle’s Frontal Area Impacts Another Vehicle",forward impact,
crash_ty,,,ACC_TYPE,57,"Control/Traction Loss, Avoiding Non-Fixed Object- Vehicle Is Impacted by Frontal Area of Another Vehicle",forward impact,
crash_ty,,,ACC_TYPE,58,Avoiding Non-Contact Vehicle- Vehicle’s Frontal Area Impacts Another Vehicle,forward impact,
crash_ty,,,ACC_TYPE,59,Avoiding Non-Contact Vehicle- Vehicle Is Impacted by Frontal Area of Another Vehicle,forward impact,
crash_ty,,,ACC_TYPE,60,Avoiding Non-Fixed Object- Vehicle’s Frontal Area Impacts Another Vehicle,forward impact,
crash_ty,,,ACC_TYPE,61,Avoiding Non-Fixed Object- Vehicle Is Impacted by Frontal Area of Another Vehicle,forward impact,
crash_ty,,,ACC_TYPE,62,Specifics Other,forward impact,
crash_ty,,,ACC_TYPE,63,Specifics Unknown,forward impact,
crash_ty,,,ACC_TYPE,64,Lateral Move (Left/Right),sideswipe or angle,
crash_ty,,,ACC_TYPE,65,Lateral Move (Going Straight),sideswipe or angle,
crash_ty,,,ACC_TYPE,66,Specifics Other,sideswipe or angle,
crash_ty,,,ACC_TYPE,67,Specifics Unknown,sideswipe or angle,
crash_ty,,,ACC_TYPE,68,Initial Opposite Directions (Left/Right),turn across path,
crash_ty,,,ACC_TYPE,69,Initial Opposite Directions (Going Straight),turn across path,
crash_ty,,,ACC_TYPE,70,Initial Same Directions (Turning Right),turn across path,
crash_ty,,,ACC_TYPE,71,Initial Same Directions (Going Straight),turn across path,
crash_ty,,,ACC_TYPE,72,Initial Same Directions (Turning Left),turn across path,
crash_ty,,,ACC_TYPE,73,Initial Same Directions (Going Straight),turn across path,
crash_ty,,,ACC_TYPE,74,Specifics Other,turn across path,
crash_ty,,,ACC_TYPE,75,Specifics Unknown,turn across path,
crash_ty,,,ACC_TYPE,76,Turn Into Same Direction (Turning Left),turn across path,
crash_ty,,,ACC_TYPE,77,Turn Into Same Direction (Going Straight),turn across path,
crash_ty,,,ACC_TYPE,78,Turn Into Same Direction (Turning Right),turn across path,
crash_ty,,,ACC_TYPE,79,Turn Into Same Direction (Going Straight),turn across path,
crash_ty,,,ACC_TYPE,80,Turn Into Opposite Directions (Turning Right),turn across path,
crash_ty,,,ACC_TYPE,81,Turn Into Opposite Directions (Going Straight),turn across path,
crash_ty,,,ACC_TYPE,82,Turn Into Opposite Directions (Turning Left),turn across path,
crash_ty,,,ACC_TYPE,83,Turn Into Opposite Directions (Going Straight),turn across path,
crash_ty,,,ACC_TYPE,84,Specifics Other,turn across path,
crash_ty,,,ACC_TYPE,85,Specifics Unknown,turn across path,
crash_ty,,,ACC_TYPE,86,Striking From the Right,intersecting paths,
crash_ty,,,ACC_TYPE,87,Struck on the Right,intersecting paths,
crash_ty,,,ACC_TYPE,88,Striking From the Left,intersecting paths,
crash_ty,,,ACC_TYPE,89,Struck on the Left,intersecting paths,
crash_ty,,,ACC_TYPE,90,Specifics Other,intersecting paths,
crash_ty,,,ACC_TYPE,91,Specifics Unknown,intersecting paths,
crash_ty,,,ACC_TYPE,92,Backing Vehicle,other,
crash_ty,,,ACC_TYPE,93,Other Vehicle,other,
crash_ty,,,ACC_TYPE,98,Other Crash Type,other,
crash_ty,,,ACC_TYPE,99,Unknown Crash Type,other,
race,,,RACE,0,Not a Fatality (Not Applicable),na,
race,,,RACE,1,White,White,
race,,,RACE,2,Black or African American,Black or African American,
race,,,RACE,3,American Indian (Includes Alaska Native),American Indian (Includes Alaska Native),
race,,,RACE,4,Chinese,Chinese,
race,,,RACE,5,Japanese,Japanese,
race,,,RACE,6,Native Hawaiian,Native Hawaiian,
race,,,RACE,7,Filipino,Filipino,
race,,,RACE,18,Asian Indian,Asian Indian,
race,,,RACE,19,"Other Indian (Includes South and Central America, Since 2000)","Other Indian (Includes South and Central America, Since 2000)",
race,,,RACE,28,Korean,Korean,
race,,,RACE,38,Samoan,Samoan,
race,,,RACE,48,Vietnamese,Vietnamese,
race,,,RACE,58,Guamanian or Chamorro,Guamanian or Chamorro,
race,,,RACE,68,Other Asian or Pacific Islander,Other Asian or Pacific Islander,
race,,,RACE,78,"Asian or Pacific Islander, No Specific (Individual) Race","Asian or Pacific Islander, No Specific (Individual) Race",
race,,,RACE,97,"Multiple Races, Unspecified","Multiple Races, Unspecified",
race,,,RACE,98,Other Race,other,
race,,,RACE,99,Unknown,unknown,
hispanic,,,HISPANIC,0,Not a Fatality (Not Applicable),na,
hispanic,,,HISPANIC,1,Mexican,yes,
hispanic,,,HISPANIC,2,Puerto Rican,yes,
hispanic,,,HISPANIC,3,Cuban,yes,
hispanic,,,HISPANIC,4,Central or South American,yes,
hispanic,,,HISPANIC,5,European Spanish (Since 2000),yes,
hispanic,,,HISPANIC,6,"Hispanic, Origin Not Specified or Other Origin",yes,
hispanic,,,HISPANIC,7,Non-Hispanic,no,
hispanic,,,HISPANIC,99,Unknown,unknown,
speeding,,,SPEEDREL,0,No,no,
speeding,,,SPEEDREL,2,"Yes, Racing",yes,
speeding,,,SPEEDREL,3,"Yes, Exceeded Speed Limit",yes,
speeding,,,SPEEDREL,4,"Yes, Too Fast for Conditions",yes,
speeding,,,SPEEDREL,5,"Yes, Specifics Unknown",yes,
speeding,,,SPEEDREL,8,No Driver Present/Unknown if Driver Present,na,
speeding,,,SPEEDREL,9,unknown,unknown,
